"103000001","08","10","19","27","28","37","03"
"103000002","07","08","12","18","23","31","02"
"103000003","04","22","23","31","34","35","01"
"103000004","03","04","23","24","26","30","02"
"103000005","13","14","23","34","37","38","07"
"103000006","04","09","21","23","36","37","03"
"103000007","12","26","28","29","31","32","06"
"103000008","08","20","26","28","36","38","08"
"103000009","06","10","11","14","16","30","01"
"103000010","17","19","21","24","28","37","06"
"103000011","02","08","25","29","35","36","02"
"103000012","13","20","25","27","28","33","01"
"103000013","06","08","16","20","35","36","08"
"103000014","08","12","14","17","33","37","05"
"103000015","01","03","10","13","18","30","01"
"103000016","10","15","23","27","29","36","05"
"103000017","04","08","20","21","23","26","05"
"103000018","01","05","09","13","28","37","05"
"103000019","08","13","15","20","27","28","04"
"103000020","11","18","22","27","28","29","04"
"103000021","11","15","19","21","27","30","04"
"103000022","02","12","15","22","27","28","05"
"103000023","01","08","18","25","35","37","05"
"103000024","06","14","24","31","35","37","01"
"103000025","04","15","19","22","37","38","05"
"103000026","02","08","15","16","17","30","06"
"103000027","02","13","22","25","27","33","08"
"103000028","05","21","25","28","32","38","05"
"103000029","06","10","14","15","18","24","07"
"103000030","06","22","31","32","33","38","04"
"103000031","01","06","17","19","27","30","06"
"103000032","09","12","13","24","25","34","05"
"103000033","08","14","19","21","30","31","02"
"103000034","01","04","18","26","30","36","01"
"103000035","02","04","05","11","32","33","08"
"103000036","16","24","25","31","32","33","05"
"103000037","09","10","14","19","28","29","08"
"103000038","01","02","05","08","09","29","01"
"103000039","07","09","21","28","33","35","08"
"103000040","01","16","22","31","33","36","04"
"103000041","09","12","20","34","36","37","03"
"103000042","02","09","10","19","22","32","05"
"103000043","18","19","22","27","32","35","02"
"103000044","07","11","14","20","31","34","07"
"103000045","08","10","12","19","20","37","01"
"103000046","04","05","14","18","21","33","02"
"103000047","04","14","19","22","27","30","05"
"103000048","03","11","24","27","29","37","01"
"103000049","10","11","16","24","29","30","01"
"103000050","04","14","18","19","26","34","03"
"103000051","04","12","19","24","27","30","07"
"103000052","04","14","21","25","28","29","02"
"103000053","08","10","14","22","31","36","04"
"103000054","04","10","14","30","32","33","08"
"103000055","01","02","10","21","22","31","08"
"103000056","01","18","25","26","37","38","06"
"103000057","16","20","21","27","29","37","03"
"103000058","01","03","04","10","13","37","01"
"103000059","06","17","25","29","35","36","01"
"103000060","05","11","15","16","23","35","01"
"103000061","01","15","17","31","33","38","02"
"103000062","05","10","18","26","28","33","02"
"103000063","17","18","23","25","26","36","05"
"103000064","14","16","25","27","29","36","07"
"103000065","04","11","12","16","19","23","06"
"103000066","10","12","18","31","34","37","05"
"103000067","18","22","23","25","32","36","06"
"103000068","03","05","10","20","26","30","06"
"103000069","01","15","23","24","26","29","05"
"103000070","05","14","22","23","26","32","08"
"103000071","01","08","10","14","24","26","01"
"103000072","05","18","19","21","31","37","08"
"103000073","05","07","15","25","29","37","08"
"103000074","03","14","15","20","21","28","08"
"103000075","05","10","15","23","24","35","06"
"103000076","08","15","18","23","31","37","08"
"103000077","10","12","22","26","28","36","08"
"103000078","02","08","15","27","28","36","07"
"103000079","04","12","13","26","31","33","06"
"103000080","15","20","22","25","33","35","07"
"103000081","02","06","07","08","09","38","08"
"103000082","03","19","26","30","33","35","02"
"103000083","09","11","12","20","24","30","02"
"103000084","11","21","25","30","34","37","01"
"103000085","08","12","27","28","35","38","06"
"103000086","07","09","10","24","37","38","08"
"103000087","06","08","09","10","27","34","06"
"103000088","02","06","08","11","26","38","07"
"103000089","05","15","19","20","32","36","03"
"103000090","01","06","14","17","31","34","08"
"103000091","12","14","15","17","27","35","06"
"103000092","05","06","13","24","32","34","01"
"103000093","12","17","30","31","33","35","04"
"103000094","03","05","19","22","24","32","02"
"103000095","01","02","21","29","33","36","08"
"103000096","01","02","07","14","19","31","07"
"103000097","02","05","07","11","22","36","06"
"103000098","11","20","24","27","35","38","08"
"103000099","07","12","13","21","24","28","06"
"103000100","05","10","11","15","36","38","06"
"103000101","01","05","18","20","26","29","05"
"103000102","01","04","05","13","19","37","02"
"103000103","03","06","10","14","23","36","01"
"103000104","02","04","09","10","11","37","02"
"104000001","01","03","05","11","17","21","02"
"104000002","01","06","15","23","26","34","06"
"104000003","03","13","17","29","36","38","07"
"104000004","16","25","30","35","36","37","05"
"104000005","01","03","16","28","29","37","02"
"104000006","04","08","09","21","32","33","02"
"104000007","14","18","26","27","30","36","05"
"104000008","04","12","24","25","33","38","04"
"104000009","01","04","14","18","29","30","08"
"104000010","01","04","17","24","26","27","07"
"104000011","03","10","16","25","29","37","01"
"104000012","01","03","04","15","16","34","02"
"104000013","07","08","10","25","33","36","03"
"104000014","04","05","07","23","24","30","02"
"104000015","04","12","13","15","23","38","04"
"104000016","05","13","31","34","35","38","02"
"104000017","08","21","22","26","32","37","04"
"104000018","09","11","12","21","31","36","07"
"104000019","02","04","08","13","24","26","02"
"104000020","03","12","16","18","21","36","03"
"104000021","01","02","14","22","27","30","01"
"104000022","05","08","20","22","30","34","08"
"104000023","06","17","30","34","35","38","02"
"104000024","10","12","17","18","27","32","05"
"104000025","06","14","24","26","36","38","03"
"104000026","01","08","10","19","23","24","05"
"104000027","01","08","12","18","19","37","05"
"104000028","01","07","20","22","25","32","08"
"104000029","02","06","11","12","15","28","02"
"104000030","05","12","20","23","32","37","02"
"104000031","03","08","26","28","29","35","03"
"104000032","11","21","22","24","25","26","06"
"104000033","09","11","15","25","28","38","03"
"104000034","02","12","14","26","34","37","02"
"104000035","12","13","23","26","32","35","04"
"104000036","06","08","13","16","25","33","03"
"104000037","07","13","18","24","26","27","06"
"104000038","03","05","10","23","30","31","04"
"104000039","10","15","16","22","30","35","05"
"104000040","05","06","13","17","23","38","08"
"104000041","01","06","12","15","25","37","02"
"104000042","04","07","11","25","30","38","04"
"104000043","19","21","22","25","31","33","01"
"104000044","02","23","25","32","34","37","06"
"104000045","03","15","21","24","33","35","02"
"104000046","06","10","11","13","19","28","01"
"104000047","09","24","26","27","37","38","06"
"104000048","04","07","08","25","31","35","08"
"104000049","05","08","13","17","21","38","05"
"104000050","03","05","11","19","26","27","02"
"104000051","03","08","10","17","27","37","08"
"104000052","07","24","25","26","27","29","07"
"104000053","07","23","29","31","36","37","08"
"104000054","07","11","12","14","22","27","03"
"104000055","03","04","15","27","32","36","05"
"104000056","01","12","17","27","29","31","06"
"104000057","01","02","07","24","31","38","08"
"104000058","13","16","28","33","35","37","08"
"104000059","02","03","11","16","18","29","04"
"104000060","04","07","23","26","30","36","07"
"104000061","03","09","11","16","23","24","04"
"104000062","17","18","28","30","36","38","04"
"104000063","06","08","09","14","22","24","03"
"104000064","06","16","18","20","24","38","07"
"104000065","06","13","25","27","29","33","01"
"104000066","15","19","23","27","28","33","02"
"104000067","03","07","20","21","24","33","08"
"104000068","13","17","18","22","29","31","03"
"104000069","02","17","23","27","30","34","01"
"104000070","12","15","24","31","36","37","06"
"104000071","03","04","05","15","16","33","06"
"104000072","07","24","25","28","31","34","03"
"104000073","15","22","25","26","32","34","04"
"104000074","09","19","21","23","27","37","08"
"104000075","09","11","24","27","34","35","04"
"104000076","01","02","05","11","25","33","04"
"104000077","03","05","13","16","24","26","03"
"104000078","05","12","13","22","27","30","08"
"104000079","02","06","14","16","23","31","03"
"104000080","20","22","30","32","36","37","01"
"104000081","07","09","10","16","19","22","08"
"104000082","04","19","23","31","33","35","02"
"104000083","09","10","24","31","35","36","07"
"104000084","04","17","25","27","32","37","01"
"104000085","04","08","16","24","26","33","06"
"104000086","02","09","19","20","31","32","07"
"104000087","03","10","11","18","19","33","05"
"104000088","03","14","21","25","28","36","03"
"104000089","01","11","12","20","24","37","08"
"104000090","06","07","13","26","28","33","05"
"104000091","01","02","13","15","29","33","03"
"104000092","02","09","15","20","22","23","05"
"104000093","03","05","27","28","35","37","05"
"104000094","01","05","09","15","19","22","05"
"104000095","03","04","05","07","19","38","04"
"104000096","04","13","20","27","33","38","01"
"104000097","07","08","17","19","20","30","02"
"104000098","13","19","20","23","32","34","04"
"104000099","11","12","26","30","32","34","08"
"104000100","02","06","07","09","16","25","01"
"104000101","06","08","13","15","17","29","05"
"104000102","01","06","11","14","20","38","05"
"104000103","13","17","23","27","29","34","05"
"104000104","05","11","12","26","30","37","05"
"104000105","03","13","22","26","31","37","06"
"105000001","11","13","18","26","28","29","07"
"105000002","05","14","28","34","35","38","06"
"105000003","19","27","33","34","35","36","04"
"105000004","09","11","13","17","27","34","06"
"105000005","01","16","17","29","30","32","07"
"105000006","06","15","18","22","34","35","03"
"105000007","20","23","24","25","29","32","08"
"105000008","03","09","23","26","30","36","05"
"105000009","03","19","20","26","32","34","08"
"105000010","07","13","22","32","34","37","07"
"105000011","01","04","08","11","19","23","03"
"105000012","01","16","20","25","30","33","01"
"105000013","03","07","09","20","28","32","05"
"105000014","08","20","23","27","36","37","04"
"105000015","04","12","19","23","30","33","05"
"105000016","10","15","18","28","29","33","05"
"105000017","01","09","15","17","18","38","06"
"105000018","03","11","12","22","24","27","06"
"105000019","10","11","14","24","34","38","03"
"105000020","06","16","21","32","35","38","07"
"105000021","03","06","07","13","17","28","03"
"105000022","07","09","19","26","28","31","08"
"105000023","09","10","19","25","27","32","05"
"105000024","03","08","16","24","31","38","06"
"105000025","04","08","14","16","27","34","02"
"105000026","02","07","11","25","26","28","04"
"105000027","02","08","14","16","29","37","06"
"105000028","03","06","26","29","33","36","05"
"105000029","02","15","21","23","31","36","01"
"105000030","15","22","28","29","30","38","07"
"105000031","04","08","12","17","21","35","08"
"105000032","13","15","16","23","27","30","02"
"105000033","07","08","10","21","27","34","04"
"105000034","01","06","08","15","24","37","07"
"105000035","09","15","17","18","22","28","06"
"105000036","02","09","14","16","18","19","06"
"105000037","04","14","20","30","37","38","04"
"105000038","01","12","15","19","22","32","05"
"105000039","09","11","21","27","28","38","04"
"105000040","01","10","16","23","30","32","02"
"105000041","03","11","14","15","35","38","02"
"105000042","03","05","12","24","25","28","06"
"105000043","03","12","17","27","28","38","04"
"105000044","11","16","17","33","34","38","08"
"105000045","06","13","14","24","29","38","08"
"105000046","10","12","24","27","35","38","06"
"105000047","03","10","14","21","23","36","03"
"105000048","02","09","11","19","31","35","04"
"105000049","02","06","07","09","21","32","04"
"105000050","05","08","12","15","31","33","05"
"105000051","14","18","19","26","27","29","06"
"105000052","06","16","22","23","31","34","08"
"105000053","01","21","29","31","33","34","02"
"105000054","02","05","11","17","23","27","02"
"105000055","05","10","14","31","34","38","02"
"105000056","07","25","27","31","36","37","07"
"105000057","01","09","14","26","30","37","06"
"105000058","13","20","22","23","29","38","08"
"105000059","05","06","14","26","31","38","06"
"105000060","03","06","08","17","21","37","01"
"105000061","01","18","22","26","35","38","02"
"105000062","06","14","17","18","32","38","02"
"105000063","01","02","12","16","21","35","03"
"105000064","01","22","31","33","35","37","03"
"105000065","05","08","14","28","30","38","05"
"105000066","01","08","17","22","24","26","06"
"105000067","12","16","23","26","29","33","07"
"105000068","01","13","30","31","33","37","08"
"105000069","07","08","23","29","32","34","05"
"105000070","10","14","18","21","29","37","05"
"105000071","04","07","21","25","35","37","04"
"105000072","10","18","21","27","31","33","03"
"105000073","09","11","13","23","33","36","03"
"105000074","03","04","06","17","29","37","07"
"105000075","07","08","12","15","18","31","06"
"105000076","14","15","19","24","25","37","06"
"105000077","05","10","11","20","22","36","06"
"105000078","02","06","13","20","28","37","02"
"105000079","02","07","26","27","32","36","02"
"105000080","05","07","14","19","33","34","03"
"105000081","07","11","20","29","34","38","04"
"105000082","02","05","06","10","33","36","03"
"105000083","01","06","10","20","23","35","06"
"105000084","04","13","19","23","24","29","05"
"105000085","01","05","06","08","14","27","04"
"105000086","05","11","12","26","31","33","07"
"105000087","10","15","20","24","27","34","08"
"105000088","04","05","14","21","26","36","05"
"105000089","09","19","22","29","30","34","04"
"105000090","01","04","05","15","27","29","04"
"105000091","05","06","13","15","17","30","07"
"105000092","07","08","28","29","37","38","01"
"105000093","10","14","23","28","32","36","02"
"105000094","01","07","10","15","16","28","02"
"105000095","13","18","26","30","32","36","03"
"105000096","05","12","18","27","34","38","05"
"105000097","13","23","30","32","33","35","08"
"105000098","01","08","16","18","22","30","06"
"105000099","05","11","15","20","26","31","04"
"105000100","02","04","09","13","33","36","06"
"105000101","06","09","12","23","28","34","05"
"105000102","09","10","16","29","32","38","06"
"105000103","07","11","22","24","31","36","03"
"105000104","08","11","15","17","21","31","07"
"106000001","04","07","09","21","31","34","02"
"106000002","07","13","18","24","29","37","07"
"106000003","04","08","15","24","35","36","06"
"106000004","02","07","10","17","31","32","03"
"106000005","15","16","18","20","23","24","03"
"106000006","03","07","25","26","35","36","05"
"106000007","02","05","07","08","15","24","07"
