"104000060","37","15","29","10","33"
"104000061","03","31","21","18","13"
"104000062","33","29","30","31","32"
"104000063","06","39","15","38","11"
"104000064","03","15","35","18","19"
"104000065","16","34","03","37","38"
"104000066","06","26","21","32","27"
"104000067","34","13","31","35","36"
"104000068","17","10","06","22","27"
"104000069","08","01","28","05","10"
"104000070","13","07","03","30","16"
"104000071","26","35","19","01","03"
"104000072","05","36","19","32","07"
"104000073","25","23","11","16","05"
"104000074","29","12","27","09","05"
"104000075","21","06","33","11","18"
"104000076","12","26","34","03","22"
"104000077","12","20","33","30","23"
"104000078","05","36","07","02","01"
"104000079","01","28","18","24","35"
"104000080","38","12","11","33","13"
"104000081","18","35","02","09","12"
"104000082","27","18","12","21","10"
"104000083","30","26","23","25","12"
"104000084","13","05","22","11","37"
"104000085","20","37","22","15","30"
"104000086","30","09","18","14","03"
"104000087","17","08","33","37","25"
"104000088","34","12","01","03","10"
"104000089","13","36","09","34","02"
"104000090","38","06","17","33","32"
"104000091","14","24","12","07","06"
"104000092","12","39","04","24","36"
"104000093","21","30","18","07","32"
"104000094","05","07","01","14","17"
"104000095","07","39","01","13","05"
"104000096","16","12","21","35","34"
"104000097","05","22","31","35","09"
"104000098","33","29","02","19","17"
"104000099","29","38","37","31","27"
"104000100","17","32","12","22","13"
"104000101","02","13","39","16","12"
"104000102","38","01","29","24","07"
"104000103","01","15","28","05","06"
"104000104","18","05","13","11","04"
"104000105","37","35","23","21","18"
"104000106","28","06","25","11","21"
"104000107","33","30","12","17","28"
"104000108","03","17","15","23","27"
"104000109","23","13","21","17","31"
"104000110","33","35","16","01","14"
"104000111","03","24","26","38","10"
"104000112","17","24","12","09","18"
"104000113","26","38","39","20","27"
"104000114","23","09","20","07","33"
"104000115","16","17","36","31","37"
"104000116","28","06","16","23","32"
"104000117","04","27","34","03","31"
"104000118","04","26","16","25","35"
"104000119","01","23","02","16","14"
"104000120","05","12","07","06","27"
"104000121","22","24","05","02","26"
"104000122","16","18","27","30","17"
"104000123","23","24","33","03","27"
"104000124","11","28","23","30","12"
"104000125","37","21","22","35","09"
"104000126","11","04","06","37","36"
"104000127","09","16","18","26","34"
"104000128","10","35","08","36","27"
"104000129","37","19","17","24","04"
"104000130","20","39","02","10","28"
"104000131","02","23","32","37","05"
"104000132","18","32","13","22","29"
"104000133","18","10","19","07","20"
"104000134","29","24","05","37","17"
"104000135","26","02","39","06","22"
"104000136","28","05","32","31","23"
"104000137","26","38","39","35","21"
"104000138","32","34","05","30","29"
"104000139","27","17","01","20","26"
"104000140","16","30","28","31","10"
"104000141","04","18","03","14","10"
"104000142","37","39","35","04","27"
"104000143","38","30","39","21","01"
"104000144","08","13","16","30","14"
"104000145","01","23","14","31","30"
"104000146","12","24","11","26","23"
"104000147","13","32","23","03","33"
"104000148","12","30","14","06","29"
"104000149","27","26","14","20","10"
"104000150","14","39","24","08","29"
"104000151","26","06","08","29","19"
"104000152","04","39","01","33","10"
"104000153","20","39","30","12","09"
"104000154","17","31","35","25","22"
"104000155","07","10","26","34","16"
"104000156","03","28","11","02","38"
"104000157","18","05","11","30","19"
"104000158","17","33","09","25","14"
"104000159","36","18","29","23","33"
"104000160","03","14","39","24","33"
"104000161","36","05","28","23","25"
"104000162","34","10","12","38","13"
"104000163","27","29","32","23","05"
"104000164","14","02","25","15","01"
"104000165","16","11","03","06","23"
"104000166","01","29","24","16","14"
"104000167","15","37","08","32","33"
"104000168","28","20","26","39","34"
"104000169","37","09","39","26","21"
"104000170","23","08","26","03","15"
"104000171","27","21","38","36","16"
"104000172","10","37","38","35","31"
"104000173","15","11","39","03","18"
"104000174","37","14","04","20","19"
"104000175","31","19","29","39","30"
"104000176","27","31","28","19","05"
"104000177","17","26","09","14","02"
"104000178","30","05","13","09","03"
"104000179","12","29","14","11","32"
"104000180","35","08","21","32","33"
"104000181","25","10","29","18","28"
"104000182","38","36","32","14","16"
"104000183","10","27","09","32","22"
"104000184","21","24","15","20","01"
"104000185","29","05","10","17","37"
"104000186","31","30","27","10","05"
"104000187","18","39","01","09","27"
"104000188","25","36","04","02","23"
"104000189","10","20","11","39","06"
"104000190","27","26","05","30","24"
"104000191","13","35","05","09","07"
"104000192","11","26","09","32","23"
"104000193","13","08","12","38","31"
"104000194","16","17","04","33","06"
"104000195","03","15","31","10","19"
"104000196","06","30","15","31","28"
"104000197","04","34","17","13","30"
"104000198","01","35","36","04","39"
"104000199","25","24","15","12","03"
"104000200","25","38","19","28","17"
"104000201","28","25","22","05","11"
"104000202","25","22","28","33","08"
"104000203","04","35","06","30","07"
"104000204","30","24","10","17","22"
"104000205","22","10","30","20","33"
"104000206","20","18","04","29","06"
"104000207","29","06","27","26","36"
"104000208","02","33","36","34","11"
"104000209","29","23","31","28","17"
"104000210","12","27","31","28","02"
"104000211","18","02","14","04","06"
"104000212","12","32","24","13","07"
"104000213","19","23","15","36","16"
"104000214","21","36","25","20","23"
"104000215","13","08","39","34","18"
"104000216","21","08","24","13","38"
"104000217","34","18","06","13","39"
"104000218","39","03","13","34","27"
"104000219","30","34","10","01","28"
"104000220","01","24","05","07","14"
"104000221","36","25","22","08","02"
"104000222","39","25","02","26","03"
"104000223","18","38","27","09","25"
"104000224","30","01","27","23","02"
"104000225","18","06","22","37","33"
"104000226","18","31","01","27","10"
"104000227","22","30","04","11","02"
"104000228","16","31","08","33","09"
"104000229","15","04","18","37","39"
"104000230","23","35","02","37","21"
"104000231","29","03","08","38","33"
"104000232","29","01","03","25","32"
"104000233","05","29","32","15","12"
"104000234","22","19","09","36","21"
"104000235","21","19","07","39","02"
"104000236","35","13","20","04","01"
"104000237","13","26","25","02","31"
"104000238","34","08","14","07","17"
"104000239","19","24","03","14","17"
"104000240","11","38","36","28","07"
"104000241","34","15","10","39","33"
"104000242","07","26","12","10","39"
"104000243","30","28","39","19","27"
"104000244","25","20","37","10","39"
"104000245","14","08","31","39","22"
"104000246","04","22","10","02","36"
"104000247","20","10","31","23","12"
"104000248","39","31","22","33","32"
"104000249","39","37","03","25","19"
"104000250","34","10","37","24","22"
"104000251","01","28","25","07","23"
"104000252","23","01","06","25","19"
"104000253","33","30","22","14","15"
"104000254","23","19","08","39","11"
"104000255","21","06","15","37","18"
"104000256","36","06","01","16","15"
"104000257","28","32","13","21","09"
"104000258","08","12","21","14","39"
"104000259","24","27","07","20","26"
"104000260","28","29","35","25","04"
"104000261","31","04","09","16","01"
"104000262","34","07","22","33","03"
"104000263","27","39","38","04","37"
"104000264","37","19","18","31","25"
"104000265","11","38","23","06","32"
"104000266","22","35","27","03","18"
"104000267","03","14","25","13","37"
"104000268","17","01","38","20","11"
"104000269","31","02","03","39","11"
"104000270","15","22","01","33","06"
"104000271","13","10","21","08","11"
"104000272","09","26","11","30","13"
"104000273","21","01","29","05","07"
"104000274","31","15","25","08","01"
"104000275","23","13","25","11","10"
"104000276","31","02","12","11","16"
"104000277","13","33","39","08","27"
"104000278","04","34","17","03","32"
"104000279","15","22","12","35","09"
"104000280","22","34","04","13","25"
"104000281","09","10","35","37","03"
"104000282","19","22","06","09","02"
"104000283","03","27","02","10","20"
"104000284","21","39","20","13","30"
"104000285","12","03","10","37","28"
"104000286","13","15","19","34","06"
"104000287","14","23","19","20","04"
"104000288","06","37","08","33","16"
"104000289","10","12","21","05","24"
"104000290","19","06","34","10","28"
"104000291","12","11","38","36","14"
"104000292","30","34","21","10","38"
"104000293","36","39","24","14","27"
"104000294","16","21","02","22","23"
"104000295","38","08","36","05","32"
"104000296","23","24","26","10","37"
"104000297","28","08","04","39","07"
"104000298","26","05","34","17","01"
"104000299","07","36","30","28","38"
"104000300","30","21","18","36","13"
"104000301","15","34","37","26","01"
"104000302","04","30","07","18","34"
"104000303","13","32","01","20","22"
"104000304","15","14","10","07","23"
"104000305","04","34","08","31","16"
"104000306","01","39","11","23","03"
"104000307","28","09","26","21","14"
"104000308","30","26","32","16","22"
"104000309","20","08","19","24","01"
"104000310","34","37","05","23","03"
"104000311","39","38","10","22","17"
"104000312","09","35","26","14","34"
"104000313","18","07","22","35","38"
"105000001","02","15","01","16","14"
"105000002","25","29","28","17","09"
"105000003","07","12","15","06","03"
"105000004","36","24","19","20","37"
"105000005","31","03","36","25","05"
"105000006","09","04","08","23","02"
"105000007","25","31","28","06","10"
"105000008","07","18","05","29","16"
"105000009","24","38","09","14","25"
"105000010","23","31","17","04","39"
"105000011","20","24","13","02","39"
"105000012","11","24","35","23","06"
"105000013","04","01","05","08","37"
"105000014","31","36","20","05","26"
"105000015","23","12","04","16","18"
"105000016","04","05","21","34","08"
"105000017","21","16","12","24","18"
"105000018","08","01","37","21","16"
"105000019","03","27","31","35","18"
"105000020","06","10","18","37","09"
"105000021","30","29","11","23","16"
"105000022","09","18","07","19","33"
"105000023","10","36","09","19","04"
"105000024","29","13","27","07","05"
"105000025","29","08","06","32","20"
"105000026","05","29","04","20","21"
"105000027","17","21","35","15","23"
"105000028","38","20","02","15","06"
"105000029","39","17","35","06","07"
"105000030","17","29","26","18","36"
"105000031","35","34","31","32","15"
"105000032","20","13","39","01","37"
"105000033","33","28","08","24","21"
"105000034","38","34","02","10","35"
"105000035","36","08","12","07","35"
"105000036","33","30","27","17","11"
"105000037","39","17","14","10","30"
"105000038","01","17","02","25","15"
"105000039","39","30","06","05","33"
"105000040","25","34","33","35","30"
"105000041","20","06","16","37","34"
"105000042","27","38","22","36","18"
"105000043","03","32","25","02","08"
"105000044","03","38","01","04","27"
"105000045","34","17","14","33","36"
"105000046","02","17","27","31","28"
"105000047","10","35","12","20","23"
"105000048","34","36","14","20","37"
"105000049","03","25","28","15","10"
"105000050","05","06","18","20","09"
"105000051","04","02","09","36","26"
"105000052","18","21","30","22","13"
"105000053","01","31","09","13","27"
"105000054","14","23","22","18","05"
"105000055","37","29","15","08","06"
"105000056","10","22","39","01","16"
"105000057","06","26","03","14","20"
"105000058","03","38","30","32","29"
"105000059","13","36","38","05","39"
"105000060","22","30","27","31","34"
"105000061","16","33","02","25","28"
"105000062","23","37","35","30","26"
"105000063","25","28","11","33","15"
"105000064","15","26","38","39","32"
"105000065","32","28","38","30","33"
"105000066","37","32","28","27","06"
"105000067","06","23","10","20","35"
"105000068","29","22","07","06","39"
"105000069","14","03","08","18","06"
"105000070","02","29","32","14","12"
"105000071","02","27","19","07","17"
"105000072","37","07","10","01","35"
"105000073","22","12","30","18","14"
"105000074","09","08","17","05","15"
"105000075","03","28","10","32","19"
"105000076","02","03","30","20","09"
"105000077","27","02","05","04","33"
"105000078","12","25","36","11","33"
"105000079","24","25","20","02","19"
"105000080","15","07","22","12","21"
"105000081","05","38","39","18","32"
"105000082","21","34","22","20","23"
"105000083","11","09","04","35","06"
"105000084","04","23","29","13","25"
"105000085","21","18","13","01","19"
"105000086","38","10","16","35","08"
"105000087","18","01","06","24","32"
"105000088","16","19","15","02","31"
"105000089","17","05","03","24","18"
"105000090","32","15","31","39","11"
"105000091","05","14","36","22","15"
"105000092","07","25","08","11","38"
"105000093","06","07","09","20","33"
"105000094","21","17","25","13","01"
"105000095","16","19","28","09","34"
"105000096","20","23","02","07","10"
"105000097","06","33","23","05","08"
"105000098","37","28","21","38","05"
"105000099","27","29","30","01","22"
"105000100","03","37","01","28","19"
"105000101","14","05","03","11","34"
"105000102","10","28","22","09","20"
"105000103","22","15","38","21","07"
"105000104","10","30","13","29","22"
"105000105","16","36","21","08","13"
"105000106","05","01","09","07","11"
"105000107","17","08","32","13","31"
"105000108","02","38","34","29","11"
"105000109","36","19","38","22","35"
"105000110","24","35","25","20","04"
"105000111","04","17","24","18","01"
"105000112","33","36","28","39","13"
"105000113","07","27","38","33","02"
"105000114","21","33","12","08","27"
"105000115","03","05","29","21","26"
"105000116","14","34","18","23","15"
"105000117","34","28","27","14","17"
"105000118","27","09","07","08","33"
"105000119","25","09","19","16","26"
"105000120","34","39","21","24","07"
"105000121","23","31","36","09","04"
"105000122","26","38","22","10","35"
"105000123","36","14","17","32","27"
"105000124","17","25","34","15","33"
"105000125","33","13","01","04","32"
"105000126","04","24","21","11","28"
"105000127","05","02","08","10","22"
"105000128","36","15","35","31","25"
"105000129","17","09","26","03","27"
"105000130","10","17","01","38","04"
"105000131","16","23","39","15","21"
"105000132","24","08","05","09","02"
"105000133","28","27","25","07","35"
"105000134","16","28","20","11","09"
"105000135","05","37","13","15","04"
"105000136","29","25","15","35","20"
"105000137","34","15","31","07","23"
"105000138","17","06","36","33","11"
"105000139","33","21","18","30","26"
"105000140","31","35","25","29","01"
"105000141","10","05","06","02","09"
"105000142","21","06","17","02","23"
"105000143","05","35","31","16","38"
"105000144","14","03","25","01","16"
"105000145","07","18","22","12","33"
"105000146","36","38","20","23","15"
"105000147","18","17","37","25","28"
"105000148","32","06","21","14","34"
"105000149","16","11","31","04","32"
"105000150","15","11","10","09","12"
"105000151","16","10","23","11","05"
"105000152","29","10","28","18","16"
"105000153","31","26","29","33","13"
"105000154","20","03","07","29","05"
"105000155","13","38","04","31","10"
"105000156","18","32","15","04","38"
"105000157","25","14","07","36","27"
"105000158","37","03","20","28","15"
"105000159","36","28","09","37","32"
"105000160","10","19","17","25","09"
"105000161","08","32","34","31","11"
"105000162","17","25","27","19","09"
"105000163","25","29","32","24","26"
"105000164","27","10","21","12","17"
"105000165","35","20","09","11","08"
"105000166","22","05","37","30","39"
"105000167","01","17","25","05","02"
"105000168","39","34","25","29","01"
"105000169","16","32","33","07","25"
"105000170","17","09","10","34","39"
"105000171","06","28","25","19","38"
"105000172","11","23","38","12","21"
"105000173","33","01","15","27","11"
"105000174","22","33","30","36","02"
"105000175","02","10","04","18","30"
"105000176","09","07","10","02","12"
"105000177","08","25","22","27","14"
"105000178","01","39","27","09","10"
"105000179","02","32","34","14","21"
"105000180","31","03","02","09","26"
"105000181","32","27","03","35","39"
"105000182","11","19","23","29","17"
"105000183","22","05","09","38","23"
"105000184","05","31","22","10","23"
"105000185","11","22","32","36","25"
"105000186","31","19","12","25","16"
"105000187","24","36","35","11","03"
"105000188","03","01","02","34","11"
"105000189","36","37","30","03","12"
"105000190","19","27","05","11","29"
"105000191","30","14","29","28","15"
"105000192","34","14","02","11","21"
"105000193","34","18","26","09","04"
"105000194","39","16","04","06","12"
"105000195","24","16","36","29","30"
"105000196","02","04","32","28","20"
"105000197","18","13","11","19","39"
"105000198","39","20","21","24","28"
"105000199","11","20","04","13","35"
"105000200","32","01","05","28","17"
"105000201","15","04","27","09","22"
"105000202","24","05","25","27","21"
"105000203","39","38","13","01","35"
"105000204","29","01","22","12","13"
"105000205","18","35","07","36","10"
"105000206","34","35","25","02","28"
"105000207","17","28","36","10","13"
"105000208","21","16","26","08","15"
"105000209","21","08","17","37","09"
"105000210","05","16","11","26","07"
"105000211","05","30","19","06","04"
"105000212","14","30","08","18","23"
"105000213","08","28","30","33","11"
"105000214","20","32","30","04","35"
"105000215","15","14","27","37","02"
"105000216","02","07","32","37","26"
"105000217","23","16","18","30","11"
"105000218","25","17","31","37","11"
"105000219","21","06","12","29","26"
"105000220","10","32","26","31","04"
"105000221","11","38","16","29","15"
"105000222","35","19","25","21","07"
"105000223","08","12","06","29","13"
"105000224","04","17","12","22","02"
"105000225","35","24","18","07","16"
"105000226","21","39","37","25","04"
"105000227","20","09","11","05","29"
"105000228","17","31","10","04","25"
"105000229","20","09","24","08","05"
"105000230","25","33","27","04","20"
"105000231","10","14","31","20","32"
"105000232","18","38","07","12","11"
"105000233","27","10","38","11","14"
"105000234","23","16","12","10","06"
"105000235","18","34","20","32","35"
"105000236","15","03","19","12","10"
"105000237","30","04","17","24","19"
"105000238","12","39","21","28","35"
"105000239","27","09","32","22","15"
"105000240","01","26","25","35","17"
"105000241","19","06","16","08","15"
"105000242","37","27","15","07","22"
"105000243","35","16","38","20","31"
"105000244","26","13","36","35","08"
"105000245","07","02","35","21","22"
"105000246","11","22","17","24","04"
"105000247","12","22","15","02","21"
"105000248","07","22","21","32","31"
